World Time ,Experiment Time ,Trial# , SteamVR X ,SteamVR Y ,SteamVR Z , SteamVR Velocity, OptiTrack Rigidbody X,OptiTrack Rigidbody Y,OptiTrack Rigidbody Z, OptiTrack Rigidbody Velocity
8/7/2020 2:40:52 PM,2452.888,1,-1.590277E-14,-4.268868E-07,-4.268868E-06,1.533796E-05,291.8067,221.8592,163.2508,-0.1101974
8/7/2020 2:40:52 PM,2452.893,1,-1.590277E-14,-4.268868E-07,-4.268868E-06,1.57525E-05,291.8056,221.853,163.2564,-0.5996622
8/7/2020 2:40:52 PM,2452.898,1,-1.590277E-14,-4.268868E-07,-4.268868E-06,1.649555E-05,291.8076,221.87,163.2366,0.7193396
8/7/2020 2:40:52 PM,2452.904,1,-1.590277E-14,-4.268868E-07,-4.268868E-06,1.57525E-05,291.8024,221.8593,163.249,0.1007883
8/7/2020 2:40:52 PM,2452.91,1,0,0,-3.415094E-06,3.179142E-05,291.8073,221.8587,163.2515,0.1710227
8/7/2020 2:40:52 PM,2452.916,1,0,0,-3.415094E-06,1.52046E-05,291.8089,221.8613,163.2482,0.07391305
8/7/2020 2:40:52 PM,2452.924,1,0,0,-3.415094E-06,1.376794E-05,291.8032,221.8555,163.2527,0.07874016
8/7/2020 2:40:52 PM,2452.93,1,-3.415094E-06,1.017777E-13,-3.415094E-06,1.334755E-05,291.801,221.8642,163.2449,-0.1836832
8/7/2020 2:40:52 PM,2452.938,1,-3.415094E-06,1.017777E-13,-3.415094E-06,1.257934E-05,291.8051,221.8627,163.2466,0.1007194
8/7/2020 2:40:52 PM,2452.943,1,-3.415094E-06,1.017777E-13,-3.415094E-06,3.065306E-12,291.8036,221.8609,163.248,0.06663603
8/7/2020 2:40:52 PM,2452.949,1,-5.088886E-14,-1.707547E-06,-3.415094E-06,-5.180825E-05,291.8004,221.8654,163.2419,0.124537
8/7/2020 2:40:52 PM,2452.955,1,-5.088886E-14,-1.707547E-06,-3.415094E-06,-5.507176E-05,291.8062,221.8592,163.2487,0.121063
